Database Name	operetta
Database Link	http://10.45.1.197/ODA/OdaService.asmx
Evaluation Signature	49193b09-c41e-4ed2-81fc-d5944496572c
Plate Name	4.imp.parpTG
Measurement	Measurement 1
Evaluation	Evaluation1
Population	Population - full nuclei

[Data]
Row	Column	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	full nuclei - Object No in nuclei	full nuclei - Total Spot Area	full nuclei - Relative Spot Intensity	full nuclei - Number of Spots	full nuclei - Number of Spots per Area of Nucleus	full nuclei - areainum2n Area [µm²]	full nuclei - areainum2n Roundness	full nuclei - areaum2Spot Area [µm²]- Sum per Cell 	full nuclei - %areacoveredbyspots	
2	3	0	5	39	419	630	[392,602,447,656]	-358.77	2233.59					50	49	0.00138819	1	0.000434972	203.802	0.956849	4.34375	2.13136	
2	3	0	5	40	51	664	[30,643,76,687]	-467.76	2223.09					51	185	0.00724056	8	0.00503145	140.95	0.948123	16.3999	11.6352	
2	3	0	5	41	634	750	[606,723,662,789]	-294.6	2195.93					52	325	0.0155041	12	0.00424178	250.785	0.90212	28.8106	11.4882	
2	3	0	5	42	488	789	[463,766,520,814]	-337.34	2185.86					53	301	0.0093513	13	0.00599355	192.278	0.925439	26.683	13.8774	
2	3	0	5	43	642	860	[615,834,680,884]	-290.91	2165.21					54	512	0.0125749	14	0.00563154	220.379	0.86375	45.3878	20.5953	
2	3	0	5	44	144	882	[121,859,168,905]	-440.61	2158.33					55	155	0.00450884	5	0.0028885	153.45	0.931693	13.7404	8.95436	
2	3	0	5	45	819	943	[792,918,847,972]	-240.03	2139.54					56	204	0.0053855	9	0.00410023	194.582	0.925187	18.0842	9.29385	
2	3	0	19	1	630	337	[613,319,648,360]	-1264.52	1996.93					5	47	0.00229725	2	0.00172563	102.743	0.950905	4.16646	4.05522	
2	3	0	19	2	327	432	[304,413,353,452]	-1354.43	1969.46					6	102	0.00341702	4	0.00263678	134.479	0.938804	9.0421	6.7238	
2	3	0	19	3	340	550	[319,528,362,577]	-1350.87	1933.48					7	0	0	0	0	145.294	0.874239	0	0	
2	3	0	19	4	480	566	[455,549,507,586]	-1308.75	1929.28					8	220	0.00869323	7	0.00485774	127.742	0.895568	19.5026	15.2672	
