target_gene_name,interactor_gene_name,target_ensg_id,interactor_ensg_id,interactor_uniprot_ids,pval,enrichment,interaction_stoichiometry,abundance_stoichiometry,category
PARP1,SMARCA4,ENSG00000143799,ENSG00000127616,P51532;P51532-4;P51532-2;A0A0A0MT49;Q9HBD4;A0A2R8Y4P4;A0A2R8Y7S2;A0A2R8YGG3;A0A2R8Y4C5;A0A2R8Y6N0;A0A2R8YF58;A0A2R8Y526;A0A2R8Y7Y7;A0A2R8YDA1;A0A2R8YGP5;K7EQF0;A0A2R8YFK5;A0A2R8Y7R0;A0A0U1RQE1;A0A2R8YCY3;A0A2R8YFV8,51.0747652406009,7.87142732890255,0.000506508814371481,0.0817840136017255,other
PARP1,SMARCA5,ENSG00000143799,ENSG00000153147,O60264,9.43651154528912,2.98366588057691,0.00751523861155811,0.144546127526487,other
PARP1,SMARCB1,ENSG00000143799,ENSG00000099956,Q12824;A0A0G2JSE9;C9JTA6;A0A2R8Y5N5;A0A0U1RRB8;A0A0G2JRV3,53.3637551033888,7.9395029487704,0.00117695951684342,0.127669444825455,other
PARP1,SMARCC2,ENSG00000143799,ENSG00000139613,Q8TAQ2;F8VXC8;Q8TAQ2-2;Q8TAQ2-3;F8VZW6,16.9754965961793,4.36037801790764,0.000253142304788007,0.0218750525853986,other
PARP1,SRBD1,ENSG00000143799,ENSG00000068784,Q8N5C6;Q8N5C6-2,34.8261975193286,6.63005617532456,0.00360026274400246,0.0387876263993902,other
PARP1,SSRP1,ENSG00000143799,ENSG00000149136,Q08945;A0A0U1RRK2;E9PMD4;E9PPZ7,7.37277255572062,2.87709372205877,0.00136027304723467,0.35157002664635,other
PARP1,STAM2,ENSG00000143799,ENSG00000115145,O75886;O75886-2,4.01152589419273,1.96560965031991,1.30389305291419e-06,0.031657010985841,other
PARP1,SUPT16H,ENSG00000143799,ENSG00000092201,Q9Y5B9,7.58227344947687,2.5063608754793,0.00118913866498666,0.373238982212376,other
PARP1,TDP1,ENSG00000143799,ENSG00000042088,Q9NUW8;G3V2F4;E7EPD8;Q9NUW8-2;G3V2J6;G3V2U6;Q9BRS7;G3V4W8;G3V5H9;H0YJ44;G3V3Q0;G3V5F9;G3V5B8;G3V554,91.7073021160523,12.4543573605663,0.00449071929069265,0.0196217581490271,other
PARP1,TFAM,ENSG00000143799,ENSG00000108064,Q00059;H7BYN3;Q00059-2,13.3174506360589,3.67407228417374,0.0278022569638662,0.0602365140988966,metabolic
PARP1,TFAP2A,ENSG00000143799,ENSG00000137203,P05549-5;P05549-6;P05549;C9JXZ2;H7C5E5;C1K3N0;P05549-2,63.0213404211771,8.90498206831411,0.00167431690295058,0.00949964799978021,other
PARP1,TFCP2,ENSG00000143799,ENSG00000135457,Q12800;F8VX55;Q12800-4;Q12800-3;F8VWL0;Q12800-2;C9JWL3;Q9NZI6,6.30693392794123,2.5282713319471,0.00336445165380169,0.133579574161125,other
PARP1,TMX1,ENSG00000143799,ENSG00000139921,Q9H3N1,4.42739531694339,2.96340512916927,0.000364221279105967,0.435255998598867,other
